emsId,genres,title,audience,critics,Date of Movie Release,Scraped Audience,Scraped Critics
63dbfdb6-d2ee-33b8-8779-0f85c76120f0,Horror,Ravenous,78,52,2013-03-01,TRUE,TRUE
a704efa6-d9f7-39ea-95c5-c02072a52c22,Mystery & Thriller,S. Darko: A Donnie Darko Tale,18,13,2013-03-01,TRUE,TRUE
9604360a-5383-3307-8455-b6074c68fc5b,Action,Speed 2: Cruise Control,16,4,2013-03-01,TRUE,TRUE
b5f6fa44-9f0f-3a44-9fda-660c352214d2,"Horror, Mystery & Thriller",The Last Exorcism Part II,26,15,2013-03-01,TRUE,TRUE
d0e183b9-05fd-3c99-85c2-2e99d7c70dbd,Western,The Man From Snowy River,89,85,2013-03-01,TRUE,TRUE
421f476e-8d9f-37f1-ae83-8f5ecbd10b92,Drama,The Power of One,87,39,2013-03-01,TRUE,TRUE
3732aed2-c4ff-311c-b8b2-b5780b6dbaf4,"Sci-Fi, Drama",The X-Files,72,66,2013-03-01,TRUE,TRUE
7d4b9215-e2a7-3c4d-9340-0da0d926c6df,Sci-Fi,Zardoz,53,49,2013-03-01,TRUE,TRUE
a4107074-12c5-37cc-905f-bdba4ddf2f79,"Sci-Fi, Mystery & Thriller, Horror",Dark Skies,49,41,2013-02-22,TRUE,TRUE
eedc57ec-05db-3fbc-9d2d-2db3e74e2714,"Crime, Drama",Snitch,61,58,2013-02-22,TRUE,TRUE
edae8d3a-8db9-3c1d-9313-fd8a75241200,"Action, Mystery & Thriller",A Good Day to Die Hard,40,15,2013-02-14,TRUE,TRUE
56fddce7-acee-357a-85be-a24fb14523f0,"Fantasy, Romance",Beautiful Creatures,54,48,2013-02-14,TRUE,TRUE
cc3c7d82-c54d-3bfe-b0c5-b42998ecf4a0,"Kids & Family, Comedy, Sci-Fi, Adventure, Animation",Escape From Planet Earth,54,34,2013-02-14,TRUE,TRUE
9633d31c-7b38-32fd-94d0-d619ad27524f,"Romance, Drama, Mystery & Thriller",Safe Haven,67,13,2013-02-14,TRUE,TRUE
5e4f6f43-013a-3c9e-8986-2f77f2400fc0,Comedy,Identity Thief,53,19,2013-02-08,TRUE,TRUE
706f6810-4bc1-3240-9e21-8e80bbce385d,"Drama, Mystery & Thriller",Side Effects,70,82,2013-02-08,TRUE,TRUE
2714a34a-97ee-31e5-8cc6-9fce0ef3329f,"Horror, Mystery & Thriller",Them,60,63,2013-02-04,TRUE,TRUE
3f267323-f96a-3e7b-ae99-8b51a7beb4ec,"Comedy, Drama",Stand Up Guys,46,37,2013-02-01,TRUE,TRUE
ada4b812-b39a-326d-864b-ad5581e31a1e,"Romance, Comedy, Horror",Warm Bodies,73,81,2013-02-01,TRUE,TRUE
0a8b482b-9681-35af-9cfe-7cefa2db9236,"Fantasy, Horror, Action, Adventure",Hansel & Gretel: Witch Hunters,53,16,2013-01-25,TRUE,TRUE
3145059b-d951-3ee8-89da-0af806ea15e1,"Horror, Sci-Fi, Comedy",John Dies at the End,54,59,2013-01-25,TRUE,TRUE
7019d6af-fb22-32f8-bdf4-ab5c47730d19,Comedy,Movie 43,24,5,2013-01-25,TRUE,TRUE
20860439-b742-3eeb-b6f1-e8d729dfd973,"Action, Crime, Drama, Mystery & Thriller",Parker,48,41,2013-01-25,TRUE,TRUE
edee0543-4b5a-34e1-94ac-5bb2e7138565,"Crime, Drama, Mystery & Thriller",Broken City,40,27,2013-01-18,TRUE,TRUE
89556c70-fb20-3c84-9df1-6979870ff8da,"Horror, Mystery & Thriller",Mama,55,64,2013-01-18,TRUE,TRUE
f51fc382-50c9-3e11-b9c1-2736b433b0e0,Action,The Last Stand,53,61,2013-01-18,TRUE,TRUE
430fc907-eb2a-31f9-a92d-30e0b9f78437,"Comedy, Horror",A Haunted House,51,10,2013-01-11,TRUE,TRUE
e1005af0-79d6-3bac-873d-79eeee851fd9,"Crime, Drama, Action",Gangster Squad,57,31,2013-01-11,TRUE,TRUE
bf4e92ef-f8f3-38f5-9bd4-2bc037e0d2c6,"Comedy, Drama",Quartet,66,80,2013-01-11,TRUE,TRUE
b37e9107-c81f-31ff-a6e6-042d23bcf2a6,"Drama, Mystery & Thriller, War",Zero Dark Thirty,80,91,2013-01-11,TRUE,TRUE
2aca6c3e-673c-3eab-bbc9-19d04d0368fe,Drama,Promised Land,46,53,2013-01-04,TRUE,TRUE
2ff7d9f3-d7bc-35ce-934f-51278fbd3306,Horror,Texas Chainsaw,40,19,2013-01-04,TRUE,TRUE
891d18dd-ae77-3816-a7d4-00870c0215c0,"Western, Drama, Action",Django Unchained,92,87,2012-12-25,TRUE,TRUE
3738160b-3a93-3b98-8413-ff336cef268d,"Musical, History, Drama",Les Misérables,79,70,2012-12-25,TRUE,TRUE
64f8a1b8-dbba-3326-911c-cb2cbd2841d4,"Action, Mystery & Thriller",Jack Reacher,67,64,2012-12-21,TRUE,TRUE
aed967a9-693d-34ff-b327-96b8367ab6dc,Drama,On the Road,34,46,2012-12-21,TRUE,TRUE
65abd2ca-6095-3acc-b072-00443c4c1fb5,"Drama, Adventure",The Impossible,84,82,2012-12-21,TRUE,TRUE
8ba079c0-4e49-3a3f-8566-07f215c1d9b0,"Romance, Comedy",This Is 40,50,51,2012-12-21,TRUE,TRUE
fe3f7709-acd7-3c62-9a59-1a399d551852,Drama,Amour,82,93,2012-12-19,TRUE,TRUE
85b5208e-42ed-3e9b-8540-c0bf0d836acf,"Comedy, Drama",The Guilt Trip,39,37,2012-12-19,TRUE,TRUE
e99ff597-923e-3069-aeda-58f25e0c0128,"History, Drama, Biography",Hitchcock,60,60,2012-12-14,TRUE,TRUE
7bf656a0-f271-30ce-b3a3-37688a69444f,"Fantasy, Adventure",The Hobbit: An Unexpected Journey,83,64,2012-12-14,TRUE,TRUE
ba18207c-8747-3e5c-923f-3638995e6769,"Romance, History, Drama",Anna Karenina,50,63,2012-11-30,TRUE,TRUE
b70a876a-3f52-3ee3-a504-79a6df7f1795,"Crime, Drama",Killing Them Softly,44,74,2012-11-30,TRUE,TRUE
784803c5-a412-3cbf-9609-cda0064a03c9,"Horror, Mystery & Thriller",The Collection,49,37,2012-11-30,TRUE,TRUE
936c8f47-d449-3c38-ab1c-3d70ca7619d2,"Adventure, Drama",Life of Pi,84,86,2012-11-21,TRUE,TRUE
74e47dde-2dc9-37b7-b29b-63744089c0ab,"Action, Adventure",Red Dawn,50,15,2012-11-21,TRUE,TRUE
ae025985-d7e3-3828-bc02-021e1609d89f,"Kids & Family, Adventure, Fantasy, Animation",Rise of the Guardians,80,74,2012-11-21,TRUE,TRUE
bc882910-35f5-397a-8a85-f56981f4708c,"Comedy, Drama, Romance",Silver Linings Playbook,86,92,2012-11-21,TRUE,TRUE
8f38cbde-66ea-3bb0-aad9-7101b1e55ba5,"History, Drama, Biography",Lincoln,80,90,2012-11-16,TRUE,TRUE
c81d2533-aa7e-3f69-afb9-6c683bc64eb3,"Romance, Fantasy",The Twilight Saga: Breaking Dawn Part 2,70,49,2012-11-16,TRUE,TRUE
c9a17a41-0706-38a6-96c5-fb6ec9b7c746,Drama,The Kite Runner,84,65,2012-11-12,TRUE,TRUE
c4fa3fa6-95cd-32f2-9e0a-38f61c8f7170,"Drama, Romance, History",A Royal Affair,82,90,2012-11-09,TRUE,TRUE
128afdcd-1696-32e1-b0f3-87aca4507b5e,"Action, Adventure, Mystery & Thriller",Skyfall,86,92,2012-11-09,TRUE,TRUE
51c80892-9ef0-328b-b2f9-61f1b41c55f7,"Drama, Mystery & Thriller",Flight,75,77,2012-11-02,TRUE,TRUE
c147232c-7fdc-3387-b4fc-9ab98d481366,"Horror, Sci-Fi, Mystery & Thriller",The Bay,43,76,2012-11-02,TRUE,TRUE
b0e1b304-2855-3549-b4b7-b08a984b3cbe,"Action, Adventure",The Man With the Iron Fists,40,51,2012-11-02,TRUE,TRUE
c374e93f-ecc0-3761-a61f-ce4aeb0aebdc,"Kids & Family, Comedy, Adventure, Animation",Wreck-It Ralph,86,87,2012-11-02,TRUE,TRUE
fd6f6cc2-ad63-3fde-8e3b-cb348c6eff4b,"Drama, Adventure",Chasing Mavericks,70,33,2012-10-26,TRUE,TRUE
4554214d-971b-32bb-97b6-942c663c920a,"Drama, Mystery & Thriller, Sci-Fi",Cloud Atlas,66,66,2012-10-26,TRUE,TRUE
6c5f926c-3ec8-393d-9a33-cade0bd04b60,"Horror, Fantasy",Silent Hill: Revelation,35,8,2012-10-26,TRUE,TRUE
c7fbd766-afe4-3fb4-a16e-73d89ee4c833,"Action, Mystery & Thriller",Alex Cross,47,11,2012-10-19,TRUE,TRUE
ec8f009a-a98b-34c4-a861-dc17fa004806,"Comedy, Drama, Biography",The Sessions,80,91,2012-10-19,TRUE,TRUE
68124b73-895d-3a0d-a433-cd95f4b489ce,"Horror, Mystery & Thriller",Paranormal Activity 4,34,23,2012-10-18,TRUE,TRUE
17cc1e46-b942-35e5-a173-2d44e51d3870,"Fantasy, Drama",Holy Motors,71,92,2012-10-17,TRUE,TRUE
b482178d-2077-304a-bb69-7437b4f8439d,"History, Drama, Mystery & Thriller, Biography",Argo,90,96,2012-10-12,TRUE,TRUE
8ee6fad0-fdf0-3992-945f-55916f392838,"Comedy, Action",Here Comes the Boom,65,42,2012-10-12,TRUE,TRUE
6049d651-7a17-31bd-bc97-40b538ed0e36,Comedy,Seven Psychopaths,71,83,2012-10-12,TRUE,TRUE
a51e3f27-a7c3-345b-89e5-347d4d834d80,"Horror, Mystery & Thriller",Sinister,62,63,2012-10-12,TRUE,TRUE
5f1fc056-bc58-315c-8ab2-e3ad28201771,"Comedy, Drama, Romance, LGBTQ+",The Perks of Being a Wallflower,89,85,2012-10-12,TRUE,TRUE
749f6406-6af3-3f7e-8f70-7d2c00ffc06e,"Kids & Family, Fantasy, Animation",Frankenweenie,70,88,2012-10-05,TRUE,TRUE
7dfa915a-f84e-3f79-b993-846072e1b508,"Musical, Comedy, Romance",Pitch Perfect,83,82,2012-10-05,TRUE,TRUE
88b28817-cfac-3330-8b3e-b4d870e386e8,"Action, Mystery & Thriller",Taken 2,52,22,2012-10-05,TRUE,TRUE
1302bc40-e906-3156-88c5-f81a0a1365a1,"Crime, Drama",The Paperboy,33,45,2012-10-05,TRUE,TRUE
120e712a-7924-31d5-b059-ac822fd12c8e,"Horror, Mystery & Thriller",V/H/S,41,56,2012-10-05,TRUE,TRUE
40d485e6-f430-389f-b622-e48500be94d5,Romance,A Walk in the Clouds,75,46,2012-09-29,TRUE,TRUE
ece23b88-99c1-31e6-ac60-dc6f241c290b,"Kids & Family, Comedy, Fantasy, Animation",Hotel Transylvania,72,45,2012-09-28,TRUE,TRUE
2d1c0f73-9ff0-3c5a-98ce-88da8f8ff201,"Sci-Fi, Action, Mystery & Thriller",Looper,82,93,2012-09-28,TRUE,TRUE
52cf6ba7-1706-366d-b3e9-c579fb84eac4,"Adventure, Fantasy",Solomon Kane,49,69,2012-09-28,TRUE,TRUE
afc309b1-7264-31b5-ab5d-cd09cfbe5b3c,"Action, Sci-Fi",Dredd,72,80,2012-09-21,TRUE,TRUE
cc32aabd-26d1-3eed-825f-8edd409b32fd,"Crime, Drama, Action",End of Watch,86,85,2012-09-21,TRUE,TRUE
ea99da7a-37d9-3065-a059-edf98d45cf4b,"Mystery & Thriller, Horror",House at the End of the Street,41,12,2012-09-21,TRUE,TRUE
8430c9d9-7ce7-30e4-b5db-6574996a9780,Drama,Trouble With the Curve,66,51,2012-09-21,TRUE,TRUE
625da24a-7060-3644-a983-3530e872c501,Comedy,The Onion Movie,46,,2012-09-18,TRUE,TRUE
4e7a36cf-ed1f-3e88-8eb6-98068f33e368,"Drama, Mystery & Thriller",Arbitrage,62,87,2012-09-14,TRUE,TRUE
0406d28f-6576-39a7-b3df-b7e6dc266878,"Comedy, Drama, Romance",Liberal Arts,60,71,2012-09-14,TRUE,TRUE
2c9fca7e-0465-3743-928f-bd96d72e9dc6,"Horror, Action, Sci-Fi",Resident Evil: Retribution,51,28,2012-09-14,TRUE,TRUE
f3579340-87b5-3e35-ab01-e8f6150313be,Drama,The Master,62,85,2012-09-14,TRUE,TRUE
535ae911-ab06-3e4b-a4f4-16a2f62798d7,Comedy,Bachelorette,34,56,2012-09-07,TRUE,TRUE
8ca7a713-5084-3643-921e-5fb30c763c3e,"Action, Mystery & Thriller",The Cold Light of Day,29,4,2012-09-07,TRUE,TRUE
fdf5f361-9ca7-3120-a452-5ed336355986,Comedy,The Inbetweeners Movie,70,54,2012-09-07,TRUE,TRUE
0dd4b043-4a0e-37df-80d5-3be870d77f19,"Drama, Romance",The Words,49,24,2012-09-07,TRUE,TRUE
6c7d8bb0-9a10-3487-9e1b-98cc43d43aa6,"Horror, Mystery & Thriller",The Possession,48,39,2012-08-31,TRUE,TRUE
e9fc94fc-81d9-3415-b88f-ff05ce62b66a,"Crime, Drama",Lawless,74,67,2012-08-29,TRUE,TRUE
3fc97de6-4044-3815-8455-cf65a08d7867,"Comedy, Action",Hit & Run,49,48,2012-08-22,TRUE,TRUE
7dae29f2-5c91-31ed-8ef1-7f848c13f8b3,Mystery & Thriller,Compliance,60,89,2012-08-17,TRUE,TRUE
33097454-a902-36ff-9cb2-829b4bdbcdd3,"Crime, Drama, Fantasy",Cosmopolis,31,67,2012-08-17,TRUE,TRUE
3d35dd75-eed8-37a6-89c6-136729348b5b,"Kids & Family, Comedy, Fantasy, Adventure, Animation",ParaNorman,72,89,2012-08-17,TRUE,TRUE
35cfc467-3519-3c25-97fa-5dab644f4fdc,Horror,The Awakening,51,64,2012-08-17,TRUE,TRUE
e0872d3e-759b-36fa-a378-db40880942f2,"Action, Adventure, Mystery & Thriller",The Expendables 2,67,67,2012-08-17,TRUE,TRUE
f38cbc5f-c5f8-3c45-b2ea-438f5cfbd5d3,"Kids & Family, Comedy, Drama, Fantasy",The Odd Life of Timothy Green,67,36,2012-08-15,TRUE,TRUE
cd5ad2c2-1955-37f7-8d1c-6739c402dda0,"Action, Mystery & Thriller",The Bourne Legacy,58,56,2012-08-10,TRUE,TRUE
4ca42d53-a18e-3925-bee3-fa7b3a406a61,Comedy,The Campaign,51,66,2012-08-10,TRUE,TRUE
d30b53ff-9d53-3a16-9c3b-a54e01b7af28,"Comedy, Drama",Hope Springs,55,75,2012-08-08,TRUE,TRUE
a6ae0840-3a0b-3030-a3af-282d56082602,"Romance, Comedy",Celeste and Jesse Forever,62,70,2012-08-03,TRUE,TRUE
d6ca4394-35cc-3068-b181-8340a600b873,"Kids & Family, Comedy",Diary of a Wimpy Kid: Dog Days,63,52,2012-08-03,TRUE,TRUE
97e35365-22a2-3633-9f72-a7eacb2219c7,"Sci-Fi, Action, Adventure",Total Recall,47,31,2012-08-03,TRUE,TRUE
48eaa6e9-a0e3-3a37-becb-6d7e887bb75e,Documentary,Searching for Sugar Man,92,95,2012-07-27,TRUE,TRUE
f37531e2-fd04-3beb-9665-3378040c1a8f,"Drama, Romance, Musical",Step Up Revolution,68,41,2012-07-27,TRUE,TRUE
0fa84565-6cab-35a6-92c1-f2c93c12cf22,"Comedy, Sci-Fi",The Watch,39,16,2012-07-27,TRUE,TRUE
d2f3c17d-bb5f-35fd-8fb2-dc709835c5d7,"Romance, Fantasy",Ruby Sparks,75,79,2012-07-25,TRUE,TRUE
4cce0287-cff7-3d82-9914-ddf9ec69f986,"Action, Adventure, Mystery & Thriller, Fantasy",The Dark Knight Rises,90,87,2012-07-20,TRUE,TRUE
164d67d2-c1d1-320b-ac0e-db4e78c23de5,"Kids & Family, Comedy, Adventure, Animation",Ice Age: Continental Drift,61,37,2012-07-13,TRUE,TRUE
24da100f-b0b8-3152-bf5b-36ca8f190811,Mystery & Thriller,Red Lights,36,31,2012-07-13,TRUE,TRUE
118c3381-2289-3481-a5b9-f741bc83c7de,Documentary,The Imposter,78,95,2012-07-13,TRUE,TRUE
6a4ca146-ecbd-3db9-80a6-2eafc50b136e,"Crime, Drama, Mystery & Thriller",Savages,54,50,2012-07-06,TRUE,TRUE
ef80c7c5-c319-3a49-91d9-63bd230d4d81,"Action, Adventure, Mystery & Thriller",The Amazing Spider-Man,77,71,2012-07-03,TRUE,TRUE
b025f290-a925-3443-a806-50ecb85dcf20,"Comedy, Drama",Magic Mike,60,78,2012-06-29,TRUE,TRUE
8eb6e23d-8cc6-3557-8086-dc3d3765bf01,"Comedy, Drama, Romance",Moonrise Kingdom,86,93,2012-06-29,TRUE,TRUE
e1536d21-6422-35e1-ab6b-6836cacc4a02,Drama,Take This Waltz,58,79,2012-06-29,TRUE,TRUE
75443d2e-4f88-3c01-93aa-daa8f2e1343b,"Comedy, Fantasy",Ted,73,69,2012-06-29,TRUE,TRUE
9540b02b-eacc-34fb-b765-815e5575573d,"Comedy, Crime, Drama",Tyler Perry's Madea's Witness Protection,66,19,2012-06-29,TRUE,TRUE
a17ddc3a-8757-32c8-a40f-b6b4053c2661,"Drama, Adventure, Fantasy",Beasts of the Southern Wild,76,87,2012-06-27,TRUE,TRUE
e866b902-d727-3540-ae1b-37bdb46a922d,"Action, Horror, Mystery & Thriller",Abraham Lincoln: Vampire Hunter,50,34,2012-06-22,TRUE,TRUE
df472820-9e50-3aa3-9edb-878a74fa26c0,"Kids & Family, Adventure, Comedy, Animation",Brave,75,79,2012-06-22,TRUE,TRUE
c9b0627a-d60a-3666-ae3c-ed38c6ea28de,"Comedy, Drama, Romance",Seeking a Friend for the End of the World,53,55,2012-06-22,TRUE,TRUE
5fdb195b-f4b3-3b00-b27e-97d1afbd963c,Comedy,American Pie Presents: The Naked Mile,61,0,2012-06-15,TRUE,TRUE
233e6d6c-c568-3a61-99d0-42d69d4ff944,Musical,Rock of Ages,55,42,2012-06-15,TRUE,TRUE
17a20274-11b8-3501-9a9e-f4736ab2c2c6,Comedy,That's My Boy,51,20,2012-06-15,TRUE,TRUE
f1ccbf58-4322-3a7e-9326-9604be26b2ad,Mystery & Thriller,The Game,84,77,2012-06-15,TRUE,TRUE
6fdddc30-b8bc-3bf4-b8ee-9756c880fe18,"Kids & Family, Comedy, Adventure, Animation",Madagascar 3: Europe's Most Wanted,72,78,2012-06-08,TRUE,TRUE
43e60514-5a48-3ad1-8cbb-a6a6ac88d3a0,"Sci-Fi, Horror, Mystery & Thriller",Prometheus,68,73,2012-06-08,TRUE,TRUE
f0be1385-a228-3a5f-8ed6-9209ee7d0fea,Comedy,Safety Not Guaranteed,80,91,2012-06-08,TRUE,TRUE
1a9e77ff-d7f1-3fb0-8160-0df0e788eb9b,"History, Drama",For Greater Glory,78,20,2012-06-01,TRUE,TRUE
8ef9b2c8-6ec5-37f1-8f23-7beb7b223e52,Horror,Piranha 3DD,22,11,2012-06-01,TRUE,TRUE
ed045d98-7691-3c97-b4eb-35d25dc5e1a9,"Fantasy, Adventure, Action",Snow White and the Huntsman,52,49,2012-06-01,TRUE,TRUE
c8dd7a87-4123-31fb-81bc-5701d048806c,"Horror, Mystery & Thriller",The Loved Ones,73,98,2012-06-01,TRUE,TRUE
040efc18-c09a-3324-8101-7d0b3b90a582,"Horror, Mystery & Thriller",Chernobyl Diaries,28,17,2012-05-25,TRUE,TRUE
8b3eab15-7d5b-36d7-8de5-5ab306441e6d,"Action, Comedy, Sci-Fi",Men in Black 3,70,67,2012-05-25,TRUE,TRUE
4d2c6024-226a-34b7-87a7-9aab40596bfc,Comedy,The Intouchables,93,76,2012-05-25,TRUE,TRUE
b8e8c73c-0199-362e-b636-d7ca5ac2b00d,"Sci-Fi, Action, Adventure",Battleship,54,34,2012-05-18,TRUE,TRUE
3d85f62e-a388-3928-93ef-ab3b3371703d,"Comedy, Drama",The Best Exotic Marigold Hotel,78,78,2012-05-18,TRUE,TRUE
3a77957f-6802-36c1-89b5-4f70d15cb5c2,"Comedy, Drama, Romance",What to Expect When You're Expecting,47,23,2012-05-18,TRUE,TRUE
ce89a7f6-af5f-3b0d-82d2-1a54ac6cf075,Comedy,The Dictator,44,56,2012-05-16,TRUE,TRUE
85178f6e-9d44-3504-9632-1d3345ff12d7,"Comedy, Fantasy",Dark Shadows,46,35,2012-05-11,TRUE,TRUE
ec9a8cb8-58ef-3090-8e4d-5976c6c811eb,"Comedy, Drama",LOL,50,14,2012-05-04,TRUE,TRUE
f362b9f5-57e0-3021-a310-ececbcf2f49f,"Action, Adventure, Fantasy, Sci-Fi",Marvel's the Avengers,91,91,2012-05-04,TRUE,TRUE
016bf8f3-d292-3f57-98f8-d70a89d716b3,"Action, Comedy",Drunken Master - The Beginning,85,81,2012-05-01,TRUE,TRUE
eb561754-f20f-38ec-a489-9680142c21dc,"Action, Mystery & Thriller",The Peacemaker,39,46,2012-05-01,TRUE,TRUE
899d4e7d-3c78-3f9c-84eb-aafc6b121eeb,"Comedy, Crime, Drama",Bernie,73,88,2012-04-27,TRUE,TRUE
88539ae3-ab23-3da6-963e-1c96a96e161c,"Action, Crime, Drama, Mystery & Thriller",Headhunters,85,93,2012-04-27,TRUE,TRUE
58bacfa0-416e-3575-a704-7158f960c506,"Action, Mystery & Thriller",Safe,59,60,2012-04-27,TRUE,TRUE
1ff1f84f-dfb0-3391-bc66-b2b2f1dcfd4c,"Romance, Comedy",The Five-Year Engagement,51,64,2012-04-27,TRUE,TRUE
09dae3db-299c-3698-9455-625e42dd549e,"Kids & Family, Adventure, Comedy, Animation",The Pirates! Band of Misfits,60,86,2012-04-27,TRUE,TRUE
9b06e8c6-3770-3b14-8a7f-74d57625cf0a,Mystery & Thriller,The Raven,46,22,2012-04-27,TRUE,TRUE
3cd4c680-538a-3c5b-8683-21be35860e93,"Documentary, Music",Marley,90,96,2012-04-20,TRUE,TRUE
3dfd4fcd-7a64-3861-a3f2-150af38aaf1d,"Drama, Romance",The Lucky One,67,20,2012-04-20,TRUE,TRUE
282d79d0-4981-3e20-b7c0-beb64e07c3ed,"Romance, Comedy",Think Like a Man,79,54,2012-04-20,TRUE,TRUE
378e630c-5f7d-37ab-b0c7-97ca94bcee26,Horror,30 Days of Night: Dark Days,14,17,2012-04-16,TRUE,TRUE
d86f86fa-17c4-3877-8bb8-5e3647d4bf11,Mystery & Thriller,Anaconda,24,41,2012-04-16,TRUE,TRUE
ce5fb64a-554e-3609-be88-96ec4d48a63e,Mystery & Thriller,Black Water,40,80,2012-04-16,TRUE,TRUE
7cede232-5081-3136-9e3b-63f3ef2d6955,"Drama, Mystery & Thriller",Cache,78,89,2012-04-16,TRUE,TRUE
793b39dd-da87-31d8-bba4-b4abe79d6b3a,Horror,Christine,64,70,2012-04-16,TRUE,TRUE
a0ee712a-0c78-36c2-9497-35afddec83f5,"Horror, Mystery & Thriller",Grave Encounters,49,65,2012-04-16,TRUE,TRUE
4224e034-5416-3064-9b61-adb0a9dd30ae,"Biography, History, Drama",Immortal Beloved,86,57,2012-04-16,TRUE,TRUE
f3b0b8e1-ac1e-3233-8a51-888f847aa3cf,Sci-Fi,Johnny Mnemonic,31,21,2012-04-16,TRUE,TRUE
bf6bf50a-b8b4-3215-ad2c-865cf48c6be5,Comedy,Look Who's Talking Now,29,0,2012-04-16,TRUE,TRUE
6aa46166-e26a-33b7-83f8-7b74fab57484,"Kids & Family, Drama",My Girl,77,52,2012-04-16,TRUE,TRUE
0e584992-9e41-3457-8c1c-e4a0a19cd148,Drama,Stepmom,75,44,2012-04-16,TRUE,TRUE
b42c255a-3131-322d-8f97-28748d06d180,Comedy,The Cable Guy,51,55,2012-04-16,TRUE,TRUE
36788123-e5bb-3795-a3ae-3450a693ca30,"Kids & Family, Drama",The Next Karate Kid,24,7,2012-04-16,TRUE,TRUE
68345c95-9a7d-343a-bd91-098e86e6c3c9,"Horror, Comedy, Mystery & Thriller",The Cabin in the Woods,74,92,2012-04-13,TRUE,TRUE
1b7fa624-71c3-3041-9673-30ae45f79951,"Action, Crime, Drama",The Raid: Redemption,87,87,2012-04-13,TRUE,TRUE
c3cea1a4-ffc2-3ce1-8a15-f3c7716d5cf0,Comedy,The Three Stooges,48,51,2012-04-13,TRUE,TRUE
f7300dce-a337-3c5b-a5fa-1c3dd8fa8f2b,Comedy,American Reunion,63,45,2012-04-06,TRUE,TRUE
e9787778-a268-3213-9848-92c2fd13966a,"Drama, Adventure, Mystery & Thriller",The Hunter,62,72,2012-04-06,TRUE,TRUE
60596b46-2aad-35f2-85ef-14017e939449,Sci-Fi,The Thing,73,87,2012-04-01,TRUE,TRUE
33dd70a8-b61b-3d3a-89b9-61cceecc4d23,"Drama, Mystery & Thriller",Unthinkable,66,,2012-04-01,TRUE,TRUE
8b1b118d-a92c-3a9e-b7b9-8e6685413e08,"Comedy, Biography",Goon,71,81,2012-03-30,TRUE,TRUE
5b1c44c5-afb2-31dd-b4ef-70ac7978b522,"Fantasy, Adventure, Action",Wrath of the Titans,49,26,2012-03-30,TRUE,TRUE
0bd9abe5-cfc5-3097-b95c-f53e046310c2,"Sci-Fi, Action, Adventure",The Hunger Games,81,84,2012-03-23,TRUE,TRUE
1dcf23ef-0e8e-396e-8e0d-79210a4d377c,"Comedy, Action",21 Jump Street,83,85,2012-03-16,TRUE,TRUE
c972a4d1-f24f-319c-891a-9d8ab40f8a73,Drama,Detachment,74,59,2012-03-16,TRUE,TRUE
aaa781f8-de8c-3d01-a7b0-6030e49341e1,"Mystery & Thriller, Action, Drama",Justice,39,28,2012-03-16,TRUE,TRUE
2a8f5197-0313-3ba0-a1d5-f9f7641c195f,Comedy,A Thousand Words,46,0,2012-03-09,TRUE,TRUE
b0f0c17f-2051-36cc-ae7a-740762e4e605,Documentary,Jiro Dreams of Sushi,91,99,2012-03-09,TRUE,TRUE
92d7ce3b-1a99-347a-9ab9-6d55bcd23e71,"Sci-Fi, Action, Adventure",John Carter,60,52,2012-03-09,TRUE,TRUE
d32b0d1a-cdd4-3ccd-ae79-32f90ea2e283,"Comedy, Drama, Romance",Salmon Fishing in the Yemen,64,68,2012-03-09,TRUE,TRUE
e9499f33-7b43-305e-be94-c6c9b1015342,"Horror, Mystery & Thriller",Silent House,30,42,2012-03-09,TRUE,TRUE
d25313bc-88ed-3160-9265-cc585936c46a,"Kids & Family, Fantasy, Adventure, Animation",Dr. Seuss' the Lorax,63,54,2012-03-02,TRUE,TRUE
c33fba3a-26ae-32d2-99a5-e8b0982483fd,Comedy,Project X,61,29,2012-03-02,TRUE,TRUE
fecd40e7-85e2-3b72-ae12-f633721658b6,"Crime, Drama, Mystery & Thriller",The Snowtown Murders,66,85,2012-03-02,TRUE,TRUE
2c5940d6-80a6-3e17-af77-3ffc223c396c,"Action, Mystery & Thriller",Act of Valor,72,28,2012-02-24,TRUE,TRUE
f8e72581-39ea-3c4f-a864-d5cf8db841f0,Comedy,Wanderlust,39,59,2012-02-24,TRUE,TRUE
145b44ab-0dc3-313d-beeb-1a866d21c7aa,"Action, Fantasy",Ghost Rider: Spirit of Vengeance,31,19,2012-02-17,TRUE,TRUE
f772adf8-f134-3644-940b-83065ea3ddea,"Kids & Family, Fantasy, Adventure, Anime",The Secret World of Arrietty,85,94,2012-02-17,TRUE,TRUE
de81052c-61c1-36ba-9366-5c396e4a2b67,"Action, Comedy",This Means War,56,26,2012-02-17,TRUE,TRUE
dff42738-bf8e-3490-bfe5-c6d347480a53,"Adventure, Fantasy",Journey 2: The Mysterious Island,59,45,2012-02-10,TRUE,TRUE
0a5a5248-32ae-3351-83e2-291c3b890c12,"Crime, Drama",Rampart,35,74,2012-02-10,TRUE,TRUE
93b67032-683a-3d40-b0b5-7e371843d2b9,"Action, Mystery & Thriller",Safe House,63,53,2012-02-10,TRUE,TRUE
de271fb8-c5d7-3cee-8622-b109e49aa4f7,"Romance, Drama",The Vow,63,32,2012-02-10,TRUE,TRUE
f8ea26f0-7f47-38e5-b9f7-ef2a3fee7e20,"Drama, Sci-Fi, Mystery & Thriller",Chronicle,72,85,2012-02-03,TRUE,TRUE
